Date,High,Low,Open,Close,Volume,Adj Close
25/01/2016,1906.280029,1875.969971,1906.280029,1877.079956,4401380000,1877.079956
26/01/2016,1906.72998,1878.790039,1878.790039,1903.630005,4357940000,1903.630005
27/01/2016,1916.98999,1872.699951,1902.52002,1882.949951,4754040000,1882.949951
28/01/2016,1902.959961,1873.650024,1885.219971,1893.359985,4693010000,1893.359985
29/01/2016,1940.23999,1894,1894,1940.23999,5497570000,1940.23999
30/01/2016,1940.23999,1894,1894,1940.23999,5497570000,1940.23999
31/01/2016,1940.23999,1894,1894,1940.23999,5497570000,1940.23999
01/02/2016,1947.199951,1920.300049,1936.939941,1939.380005,4322530000,1939.380005
02/02/2016,1935.26001,1897.290039,1935.26001,1903.030029,4463190000,1903.030029
03/02/2016,1918.01001,1872.22998,1907.069946,1912.530029,5172950000,1912.530029
04/02/2016,1927.349976,1900.52002,1911.670044,1915.449951,5193320000,1915.449951
05/02/2016,1913.069946,1872.650024,1913.069946,1880.050049,4929940000,1880.050049
06/02/2016,1913.069946,1872.650024,1913.069946,1880.050049,4929940000,1880.050049
07/02/2016,1913.069946,1872.650024,1913.069946,1880.050049,4929940000,1880.050049
08/02/2016,1873.25,1828.459961,1873.25,1853.439941,5636460000,1853.439941
09/02/2016,1868.25,1834.939941,1848.459961,1852.209961,5183220000,1852.209961
10/02/2016,1881.599976,1850.319946,1857.099976,1851.859985,4471170000,1851.859985
11/02/2016,1847,1810.099976,1847,1829.079956,5500800000,1829.079956
12/02/2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029
13/02/2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029
14/02/2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029
15/02/2016,1864.780029,1833.400024,1833.400024,1864.780029,4696920000,1864.780029
16/02/2016,1895.77002,1871.439941,1871.439941,1895.579956,4570670000,1895.579956
17/02/2016,1930.680054,1898.800049,1898.800049,1926.819946,5011540000,1926.819946
18/02/2016,1930,1915.089966,1927.569946,1917.829956,4436490000,1917.829956
19/02/2016,1918.780029,1902.170044,1916.73999,1917.780029,4142850000,1917.780029
20/02/2016,1918.780029,1902.170044,1916.73999,1917.780029,4142850000,1917.780029
21/02/2016,1918.780029,1902.170044,1916.73999,1917.780029,4142850000,1917.780029
22/02/2016,1946.699951,1924.439941,1924.439941,1945.5,4054710000,1945.5
23/02/2016,1942.380005,1919.439941,1942.380005,1921.27002,3890650000,1921.27002
24/02/2016,1932.079956,1891,1917.560059,1929.800049,4317250000,1929.800049
25/02/2016,1951.829956,1925.410034,1931.869995,1951.699951,4118210000,1951.699951
26/02/2016,1962.959961,1945.780029,1954.949951,1948.050049,4348510000,1948.050049
27/02/2016,1962.959961,1945.780029,1954.949951,1948.050049,4348510000,1948.050049
28/02/2016,1962.959961,1945.780029,1954.949951,1948.050049,4348510000,1948.050049
29/02/2016,1958.27002,1931.810059,1947.130005,1932.22998,4588180000,1932.22998
01/03/2016,1978.349976,1937.089966,1937.089966,1978.349976,4819750000,1978.349976
02/03/2016,1986.51001,1968.800049,1976.599976,1986.449951,4666610000,1986.449951
03/03/2016,1993.689941,1977.369995,1985.599976,1993.400024,5081700000,1993.400024
04/03/2016,2009.130005,1986.77002,1994.01001,1999.98999,6049930000,1999.98999
05/03/2016,2009.130005,1986.77002,1994.01001,1999.98999,6049930000,1999.98999
06/03/2016,2009.130005,1986.77002,1994.01001,1999.98999,6049930000,1999.98999
07/03/2016,2006.119995,1989.380005,1996.109985,2001.76001,4968180000,2001.76001
08/03/2016,1996.880005,1977.430054,1996.880005,1979.26001,4641650000,1979.26001
09/03/2016,1992.689941,1979.839966,1981.439941,1989.26001,4038120000,1989.26001
10/03/2016,2005.079956,1969.25,1990.969971,1989.569946,4376790000,1989.569946
11/03/2016,2022.369995,1994.709961,1994.709961,2022.189941,4078620000,2022.189941
12/03/2016,2022.369995,1994.709961,1994.709961,2022.189941,4078620000,2022.189941
13/03/2016,2022.369995,1994.709961,1994.709961,2022.189941,4078620000,2022.189941
14/03/2016,2024.569946,2012.050049,2019.27002,2019.640015,3487850000,2019.640015
15/03/2016,2015.939941,2005.22998,2015.27002,2015.930054,3560280000,2015.930054
16/03/2016,2032.02002,2010.040039,2014.23999,2027.219971,4057020000,2027.219971
17/03/2016,2046.23999,2022.160034,2026.900024,2040.589966,4530480000,2040.589966
18/03/2016,2052.360107,2041.160034,2041.160034,2049.580078,6503140000,2049.580078
19/03/2016,2052.360107,2041.160034,2041.160034,2049.580078,6503140000,2049.580078
20/03/2016,2052.360107,2041.160034,2041.160034,2049.580078,6503140000,2049.580078
21/03/2016,2053.909912,2043.140015,2047.880005,2051.600098,3376600000,2051.600098
22/03/2016,2056.600098,2040.569946,2048.639893,2049.800049,3418460000,2049.800049
23/03/2016,2048.550049,2034.859985,2048.550049,2036.709961,3639510000,2036.709961
24/03/2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941
25/03/2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941
26/03/2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941
27/03/2016,2036.040039,2022.48999,2032.47998,2035.939941,3407720000,2035.939941
28/03/2016,2042.670044,2031.959961,2037.890015,2037.050049,2809090000,2037.050049
29/03/2016,2055.909912,2028.310059,2035.75,2055.01001,3822330000,2055.01001
30/03/2016,2072.209961,2058.27002,2058.27002,2063.949951,3590310000,2063.949951
31/03/2016,2067.919922,2057.459961,2063.77002,2059.73999,3715280000,2059.73999
01/04/2016,2075.070068,2043.97998,2056.620117,2072.780029,3749990000,2072.780029
02/04/2016,2075.070068,2043.97998,2056.620117,2072.780029,3749990000,2072.780029
03/04/2016,2075.070068,2043.97998,2056.620117,2072.780029,3749990000,2072.780029
04/04/2016,2074.02002,2062.570068,2073.189941,2066.129883,3485710000,2066.129883
05/04/2016,2062.5,2042.560059,2062.5,2045.170044,4154920000,2045.170044
06/04/2016,2067.330078,2043.089966,2045.560059,2066.659912,3750800000,2066.659912
07/04/2016,2063.01001,2033.800049,2063.01001,2041.910034,3801250000,2041.910034
08/04/2016,2060.629883,2041.689941,2045.540039,2047.599976,3359530000,2047.599976
09/04/2016,2060.629883,2041.689941,2045.540039,2047.599976,3359530000,2047.599976
10/04/2016,2060.629883,2041.689941,2045.540039,2047.599976,3359530000,2047.599976
11/04/2016,2062.929932,2041.880005,2050.22998,2041.98999,3567840000,2041.98999
12/04/2016,2065.050049,2039.73999,2043.719971,2061.719971,4239740000,2061.719971
13/04/2016,2083.179932,2065.919922,2065.919922,2082.419922,4191830000,2082.419922
14/04/2016,2087.840088,2078.129883,2082.889893,2082.780029,3765870000,2082.780029
15/04/2016,2083.219971,2076.310059,2083.100098,2080.72998,3701450000,2080.72998
16/04/2016,2083.219971,2076.310059,2083.100098,2080.72998,3701450000,2080.72998
17/04/2016,2083.219971,2076.310059,2083.100098,2080.72998,3701450000,2080.72998
18/04/2016,2094.659912,2073.649902,2078.830078,2094.340088,3316880000,2094.340088
19/04/2016,2104.050049,2091.679932,2096.050049,2100.800049,3896830000,2100.800049
20/04/2016,2111.050049,2096.320068,2101.52002,2102.399902,4184880000,2102.399902
21/04/2016,2103.780029,2088.52002,2102.090088,2091.47998,4175290000,2091.47998
22/04/2016,2094.320068,2081.199951,2091.48999,2091.580078,3790580000,2091.580078
23/04/2016,2094.320068,2081.199951,2091.48999,2091.580078,3790580000,2091.580078
24/04/2016,2094.320068,2081.199951,2091.48999,2091.580078,3790580000,2091.580078
25/04/2016,2089.370117,2077.52002,2089.370117,2087.790039,3319740000,2087.790039
26/04/2016,2096.870117,2085.800049,2089.840088,2091.699951,3557190000,2091.699951
27/04/2016,2099.889893,2082.310059,2092.330078,2095.149902,4100110000,2095.149902
28/04/2016,2099.300049,2071.620117,2090.929932,2075.810059,4309840000,2075.810059
29/04/2016,2073.850098,2052.280029,2071.820068,2065.300049,4704720000,2065.300049
30/04/2016,2073.850098,2052.280029,2071.820068,2065.300049,4704720000,2065.300049
01/05/2016,2073.850098,2052.280029,2071.820068,2065.300049,4704720000,2065.300049
02/05/2016,2083.419922,2066.110107,2067.169922,2081.429932,3841110000,2081.429932
03/05/2016,2077.179932,2054.889893,2077.179932,2063.370117,4173390000,2063.370117
04/05/2016,2060.300049,2045.550049,2060.300049,2051.120117,4058560000,2051.120117
05/05/2016,2060.22998,2045.77002,2052.949951,2050.629883,4008530000,2050.629883
06/05/2016,2057.719971,2039.449951,2047.77002,2057.139893,3796350000,2057.139893
07/05/2016,2057.719971,2039.449951,2047.77002,2057.139893,3796350000,2057.139893
08/05/2016,2057.719971,2039.449951,2047.77002,2057.139893,3796350000,2057.139893
09/05/2016,2064.149902,2054.310059,2057.550049,2058.689941,3788620000,2058.689941
10/05/2016,2084.870117,2062.629883,2062.629883,2084.389893,3600200000,2084.389893
11/05/2016,2083.290039,2064.459961,2083.290039,2064.459961,3821980000,2064.459961
12/05/2016,2073.98999,2053.129883,2067.169922,2064.110107,3782390000,2064.110107
13/05/2016,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985
14/05/2016,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985
15/05/2016,2066.790039,2043.130005,2062.5,2046.609985,3579880000,2046.609985
16/05/2016,2071.879883,2046.530029,2046.530029,2066.659912,3501360000,2066.659912
17/05/2016,2065.689941,2040.819946,2065.040039,2047.209961,4108960000,2047.209961
18/05/2016,2060.610107,2034.48999,2044.380005,2047.630005,4101320000,2047.630005
19/05/2016,2044.209961,2025.910034,2044.209961,2040.040039,3846770000,2040.040039
20/05/2016,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068
21/05/2016,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068
22/05/2016,2058.350098,2041.880005,2041.880005,2052.320068,3507650000,2052.320068
23/05/2016,2055.580078,2047.26001,2052.22998,2048.040039,3055480000,2048.040039
24/05/2016,2079.669922,2052.649902,2052.649902,2076.060059,3627340000,2076.060059
25/05/2016,2094.72998,2078.929932,2078.929932,2090.540039,3859160000,2090.540039
26/05/2016,2094.300049,2087.080078,2091.439941,2090.100098,3230990000,2090.100098
27/05/2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059
28/05/2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059
29/05/2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059
30/05/2016,2099.060059,2090.060059,2090.060059,2099.060059,3079150000,2099.060059
31/05/2016,2103.47998,2088.659912,2100.129883,2096.949951,4514410000,2096.949951
01/06/2016,2100.969971,2085.100098,2093.939941,2099.330078,3525170000,2099.330078
02/06/2016,2105.26001,2088.590088,2097.709961,2105.26001,3632720000,2105.26001
03/06/2016,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883
04/06/2016,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883
05/06/2016,2104.070068,2085.360107,2104.070068,2099.129883,3627780000,2099.129883
06/06/2016,2113.360107,2100.830078,2100.830078,2109.409912,3442020000,2109.409912
07/06/2016,2119.219971,2110.179932,2110.179932,2112.129883,3534730000,2112.129883
08/06/2016,2120.550049,2112.709961,2112.709961,2119.120117,3562060000,2119.120117
09/06/2016,2117.639893,2107.72998,2115.649902,2115.47998,3290320000,2115.47998
10/06/2016,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068
11/06/2016,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068
12/06/2016,2109.570068,2089.959961,2109.570068,2096.070068,3515010000,2096.070068
13/06/2016,2098.120117,2078.459961,2091.75,2079.060059,3392030000,2079.060059
14/06/2016,2081.300049,2064.100098,2076.649902,2075.320068,3759770000,2075.320068
15/06/2016,2085.649902,2069.800049,2077.600098,2071.5,3544720000,2071.5
16/06/2016,2079.620117,2050.370117,2066.360107,2077.98999,3628280000,2077.98999
17/06/2016,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971
18/06/2016,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971
19/06/2016,2078.199951,2062.840088,2078.199951,2071.219971,4952630000,2071.219971
20/06/2016,2100.659912,2075.580078,2075.580078,2083.25,3467440000,2083.25
21/06/2016,2093.659912,2083.02002,2085.189941,2088.899902,3232880000,2088.899902
22/06/2016,2099.709961,2084.360107,2089.75,2085.449951,3168160000,2085.449951
23/06/2016,2113.320068,2092.800049,2092.800049,2113.320068,3297940000,2113.320068
24/06/2016,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034
25/06/2016,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034
26/06/2016,2103.810059,2032.569946,2103.810059,2037.410034,7597450000,2037.410034
27/06/2016,2031.449951,1991.680054,2031.449951,2000.540039,5431220000,2000.540039
28/06/2016,2036.089966,2006.670044,2006.670044,2036.089966,4385810000,2036.089966
29/06/2016,2073.129883,2042.689941,2042.689941,2070.77002,4241740000,2070.77002
30/06/2016,2098.939941,2070,2073.169922,2098.860107,4622820000,2098.860107
01/07/2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951
02/07/2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951
03/07/2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951
04/07/2016,2108.709961,2097.899902,2099.340088,2102.949951,3458890000,2102.949951
05/07/2016,2095.050049,2080.860107,2095.050049,2088.550049,3658380000,2088.550049
06/07/2016,2100.719971,2074.02002,2084.429932,2099.72998,3909380000,2099.72998
07/07/2016,2109.080078,2089.389893,2100.419922,2097.899902,3604550000,2097.899902
08/07/2016,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902
09/07/2016,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902
10/07/2016,2131.709961,2106.969971,2106.969971,2129.899902,3607500000,2129.899902
11/07/2016,2143.159912,2131.719971,2131.719971,2137.159912,3253340000,2137.159912
12/07/2016,2155.399902,2139.5,2139.5,2152.139893,4097820000,2152.139893
13/07/2016,2156.449951,2146.209961,2153.810059,2152.429932,3502320000,2152.429932
14/07/2016,2168.98999,2157.879883,2157.879883,2163.75,3465610000,2163.75
15/07/2016,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999
16/07/2016,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999
17/07/2016,2169.050049,2155.790039,2165.129883,2161.73999,3122600000,2161.73999
18/07/2016,2168.350098,2159.629883,2162.040039,2166.889893,3009310000,2166.889893
19/07/2016,2164.629883,2159.01001,2163.790039,2163.780029,2968340000,2163.780029
20/07/2016,2175.629883,2164.889893,2166.100098,2173.02002,3211860000,2173.02002
21/07/2016,2174.560059,2159.75,2172.909912,2165.169922,3438900000,2165.169922
22/07/2016,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029
23/07/2016,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029
24/07/2016,2175.110107,2163.23999,2166.469971,2175.030029,3023280000,2175.030029
25/07/2016,2173.709961,2161.949951,2173.709961,2168.47998,3057240000,2168.47998
26/07/2016,2173.540039,2160.179932,2168.969971,2169.179932,3442350000,2169.179932
27/07/2016,2174.97998,2159.070068,2169.810059,2166.580078,3995500000,2166.580078
28/07/2016,2172.850098,2159.73999,2166.050049,2170.060059,3664240000,2170.060059
29/07/2016,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098
30/07/2016,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098
31/07/2016,2177.090088,2163.48999,2168.830078,2173.600098,4038840000,2173.600098
01/08/2016,2178.290039,2166.209961,2173.149902,2170.840088,3505990000,2170.840088
02/08/2016,2170.199951,2147.580078,2169.939941,2157.030029,3848750000,2157.030029
03/08/2016,2163.790039,2152.560059,2156.810059,2163.790039,3786530000,2163.790039
04/08/2016,2168.189941,2159.070068,2163.51001,2164.25,3709200000,2164.25
05/08/2016,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117
06/08/2016,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117
07/08/2016,2182.870117,2168.790039,2168.790039,2182.870117,3663070000,2182.870117
08/08/2016,2185.439941,2177.850098,2183.76001,2180.889893,3327550000,2180.889893
09/08/2016,2187.659912,2178.610107,2182.23999,2181.73999,3334300000,2181.73999
10/08/2016,2183.409912,2172,2182.810059,2175.48999,3254950000,2175.48999
11/08/2016,2188.449951,2177.969971,2177.969971,2185.790039,3423160000,2185.790039
12/08/2016,2186.280029,2179.419922,2183.73999,2184.050049,3000660000,2184.050049
13/08/2016,2186.280029,2179.419922,2183.73999,2184.050049,3000660000,2184.050049
14/08/2016,2186.280029,2179.419922,2183.73999,2184.050049,3000660000,2184.050049
15/08/2016,2193.810059,2186.080078,2186.080078,2190.149902,3078530000,2190.149902
16/08/2016,2186.23999,2178.139893,2186.23999,2178.149902,3196400000,2178.149902
17/08/2016,2183.080078,2168.5,2177.840088,2182.219971,3388910000,2182.219971
18/08/2016,2187.030029,2180.459961,2181.899902,2187.02002,3300570000,2187.02002
19/08/2016,2185,2175.129883,2184.23999,2183.870117,3084800000,2183.870117
20/08/2016,2185,2175.129883,2184.23999,2183.870117,3084800000,2183.870117
21/08/2016,2185,2175.129883,2184.23999,2183.870117,3084800000,2183.870117
22/08/2016,2185.149902,2175.959961,2181.580078,2182.639893,2777550000,2182.639893
23/08/2016,2193.419922,2186.800049,2187.810059,2186.899902,3041490000,2186.899902
24/08/2016,2186.659912,2171.25,2185.090088,2175.439941,3148280000,2175.439941
25/08/2016,2179,2169.73999,2173.290039,2172.469971,2969310000,2172.469971
26/08/2016,2187.939941,2160.389893,2175.100098,2169.040039,3342340000,2169.040039
27/08/2016,2187.939941,2160.389893,2175.100098,2169.040039,3342340000,2169.040039
28/08/2016,2187.939941,2160.389893,2175.100098,2169.040039,3342340000,2169.040039
29/08/2016,2183.47998,2170.189941,2170.189941,2180.379883,2654780000,2180.379883
30/08/2016,2182.27002,2170.409912,2179.449951,2176.120117,3006800000,2176.120117
31/08/2016,2173.790039,2161.350098,2173.560059,2170.949951,3766390000,2170.949951
01/09/2016,2173.560059,2157.090088,2171.330078,2170.860107,3392120000,2170.860107
02/09/2016,2184.870117,2173.590088,2177.48999,2179.97998,3091120000,2179.97998
03/09/2016,2184.870117,2173.590088,2177.48999,2179.97998,3091120000,2179.97998
04/09/2016,2184.870117,2173.590088,2177.48999,2179.97998,3091120000,2179.97998
05/09/2016,2184.870117,2173.590088,2177.48999,2179.97998,3091120000,2179.97998
06/09/2016,2186.570068,2175.100098,2181.610107,2186.47998,3447650000,2186.47998
07/09/2016,2187.870117,2179.070068,2185.169922,2186.159912,3319420000,2186.159912
08/09/2016,2184.939941,2177.48999,2182.76001,2181.300049,3727840000,2181.300049
09/09/2016,2169.080078,2127.810059,2169.080078,2127.810059,4233960000,2127.810059
10/09/2016,2169.080078,2127.810059,2169.080078,2127.810059,4233960000,2127.810059
11/09/2016,2169.080078,2127.810059,2169.080078,2127.810059,4233960000,2127.810059
12/09/2016,2163.300049,2119.120117,2120.860107,2159.040039,4010480000,2159.040039
13/09/2016,2150.469971,2120.27002,2150.469971,2127.02002,4141670000,2127.02002
14/09/2016,2141.330078,2119.899902,2127.860107,2125.77002,3664100000,2125.77002
15/09/2016,2151.310059,2122.360107,2125.360107,2147.26001,3373720000,2147.26001
16/09/2016,2146.47998,2131.199951,2146.47998,2139.159912,5014360000,2139.159912
17/09/2016,2146.47998,2131.199951,2146.47998,2139.159912,5014360000,2139.159912
18/09/2016,2146.47998,2131.199951,2146.47998,2139.159912,5014360000,2139.159912
19/09/2016,2153.610107,2135.909912,2143.98999,2139.120117,3163000000,2139.120117
20/09/2016,2150.800049,2139.169922,2145.939941,2139.76001,3140730000,2139.76001
21/09/2016,2165.110107,2139.570068,2144.580078,2163.120117,3712090000,2163.120117
22/09/2016,2179.98999,2170.939941,2170.939941,2177.179932,3552830000,2177.179932
23/09/2016,2173.75,2163.969971,2173.290039,2164.689941,3317190000,2164.689941
24/09/2016,2173.75,2163.969971,2173.290039,2164.689941,3317190000,2164.689941
25/09/2016,2173.75,2163.969971,2173.290039,2164.689941,3317190000,2164.689941
26/09/2016,2158.540039,2145.040039,2158.540039,2146.100098,3216170000,2146.100098
27/09/2016,2161.129883,2141.550049,2146.040039,2159.929932,3437770000,2159.929932
28/09/2016,2172.399902,2151.790039,2161.850098,2171.370117,3891460000,2171.370117
29/09/2016,2172.669922,2145.199951,2168.899902,2151.129883,4249220000,2151.129883
30/09/2016,2175.300049,2156.51001,2156.51001,2168.27002,4173340000,2168.27002
01/10/2016,2175.300049,2156.51001,2156.51001,2168.27002,4173340000,2168.27002
02/10/2016,2175.300049,2156.51001,2156.51001,2168.27002,4173340000,2168.27002
03/10/2016,2164.409912,2154.77002,2164.330078,2161.199951,3137550000,2161.199951
04/10/2016,2165.459961,2144.01001,2163.370117,2150.48999,3750890000,2150.48999
05/10/2016,2163.949951,2155.149902,2155.149902,2159.72998,3906550000,2159.72998
06/10/2016,2162.929932,2150.280029,2158.219971,2160.77002,3461550000,2160.77002
07/10/2016,2165.860107,2144.850098,2164.189941,2153.73999,3619890000,2153.73999
08/10/2016,2165.860107,2144.850098,2164.189941,2153.73999,3619890000,2153.73999
09/10/2016,2165.860107,2144.850098,2164.189941,2153.73999,3619890000,2153.73999
10/10/2016,2169.600098,2160.389893,2160.389893,2163.659912,2916550000,2163.659912
11/10/2016,2161.560059,2128.840088,2161.350098,2136.72998,3438270000,2136.72998
12/10/2016,2145.360107,2132.77002,2137.669922,2139.179932,2977100000,2139.179932
13/10/2016,2138.189941,2114.719971,2130.26001,2132.550049,3580450000,2132.550049
14/10/2016,2149.189941,2132.97998,2139.679932,2132.97998,3228150000,2132.97998
15/10/2016,2149.189941,2132.97998,2139.679932,2132.97998,3228150000,2132.97998
16/10/2016,2149.189941,2132.97998,2139.679932,2132.97998,3228150000,2132.97998
17/10/2016,2135.610107,2124.429932,2132.949951,2126.5,2830390000,2126.5
18/10/2016,2144.379883,2135.48999,2138.310059,2139.600098,3170000000,2139.600098
19/10/2016,2148.439941,2138.149902,2140.810059,2144.290039,3362670000,2144.290039
20/10/2016,2147.179932,2133.439941,2142.51001,2141.340088,3337170000,2141.340088
21/10/2016,2142.629883,2130.090088,2139.429932,2141.159912,3448850000,2141.159912
